chembl_id,smiles,standard_value,bioactivity_class,pIC50,MW,LogP,HBD,HBA,TPSA,RotBonds,ArRings,Fsp3,QED,Ro5_violations,Lipinski_pass
CHEMBL4849687,COc1ccc2[nH]cc(CCNC(=O)Cn3cc(CN4CCc5cc(OC)c(OC)cc5C4CCCN4C(=O)c5ccccc5C4=O)nn3)c2c1,39900.0,inactive,4.399,702.0,2.19,3,13,186.13,6,4,0.229,0.857,2,Fail
CHEMBL4850061,COc1ccc2[nH]c(CCNC(=O)Cn3cc(CCCCN4CCc5cc(OC)c(OC)cc5C4CCCN4C(=O)c5ccccc5C4=O)nn3)cc2c1,173900.0,inactive,3.7597,740.88,3.36,3,13,189.77,3,4,0.258,0.865,2,Fail
CHEMBL4864004,COc1ccc2[nH]c(CCNC(=O)CCCn3cc(CCCCN4CCc5cc(OC)c(OC)cc5C4CCCN4C(=O)c5ccccc5C4=O)nn3)cc2c1,158600.0,inactive,3.7997,766.8,4.26,3,13,184.28,6,4,0.124,0.69,2,Fail
CHEMBL4866752,COc1ccc2[nH]cc(CCNC(=O)Cn3cc(CCCCN(C)CCCC4c5cc(OC)c(OC)cc5CCN4C)nn3)c2c1,2200.0,intermediate,5.6576,628.56,3.78,2,11,149.64,4,3,0.23,0.872,2,Fail
CHEMBL4854555,COc1ccc2[nH]cc(CCNC(=O)Cn3cc(CN4CC[C@@]56C=C[C@H](O)C[C@@H]5Oc5c(OC)ccc(c56)C4)nn3)c2c1,5412.0,intermediate,5.2666,591.84,2.79,2,11,131.31,4,3,0.039,0.685,2,Fail
CHEMBL4845956,COc1ccc2[nH]cc(CCNC(=O)CCCCn3cc(CN4CC[C@@]56C=C[C@H](O)C[C@@H]5Oc5c(OC)ccc(c56)C4)nn3)c2c1,1002.0,intermediate,5.9991,630.72,4.19,2,11,153.43,4,3,0.384,0.171,2,Fail
CHEMBL4871815,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(CCCCc1cn(CC(=O)NCCc3c[nH]c4ccccc34)nn1)C2,138.0,active,6.8601,600.48,4.73,2,10,139.03,5,3,0.703,0.827,1,Pass
CHEMBL4855760,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(CCCCc1cn(CCCC(=O)NCCc3c[nH]c4ccccc34)nn1)C2,120.0,active,6.9208,626.4,4.76,2,10,137.31,7,3,0.557,0.864,1,Pass
CHEMBL4869432,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(CCCCc1cn(CCCCC(=O)NCCc3c[nH]c4ccccc34)nn1)C2,31.0,active,7.5086,639.36,5.33,2,10,141.76,7,3,0.852,0.78,2,Fail
CHEMBL4852686,COc1ccc2[nH]cc(CCNC(=O)Cn3cc(CCCCN4CC[C@@]56C=C[C@H](O)C[C@@H]5Oc5c(OC)ccc(c56)C4)nn3)c2c1,23.0,active,7.6383,630.72,4.02,2,11,138.53,6,3,0.239,0.784,2,Fail
CHEMBL4849427,COc1ccc2[nH]cc(CCNC(=O)CCCCn3cc(CCCCN4CC[C@@]56C=C[C@H](O)C[C@@H]5Oc5c(OC)ccc(c56)C4)nn3)c2c1,18.0,active,7.7447,669.6,5.68,2,11,165.43,7,3,0.39,0.314,3,Fail
CHEMBL4853244,Cn1cc2cc(-c3ccc(N[C@H]4C[C@@H]5CN(CC6CCOCC6)C[C@@H]5C4)nn3)ccc2n1,10000.0,inactive,5.0,432.0,3.38,1,7,89.18,6,2,0.3,0.624,0,Pass
CHEMBL4851711,Fc1ccccc1-c1ccc(N[C@H]2C[C@@H]3CN(CC4CCOCC4)C[C@@H]3C2)nn1,1.7,active,8.7696,396.36,3.72,1,5,68.83,3,2,0.356,0.597,0,Pass
CHEMBL4866930,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4ccc[nH]c4=O)c3C(C1)C2,1.82,active,8.7399,548.1,5.76,1,6,72.28,4,2,0.202,0.672,2,Fail
CHEMBL4862716,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNS(=O)(=O)c4cn[nH]c4)c3C(C1)C2,2.4,active,8.6198,558.9,5.15,1,7,90.19,4,2,0.261,0.763,2,Fail
CHEMBL4859103,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)cc(O)c4)c3C(C1)C2,2.57,active,8.5901,563.22,5.94,1,6,91.1,5,3,0.502,0.803,2,Fail
CHEMBL4863615,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCC(=O)Nc4cn[nH]c4)c3C(C1)C2,2.39,active,8.6216,507.06,6.34,1,6,88.29,3,2,0.694,0.918,2,Fail
CHEMBL4854913,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCC(=O)N4CCNC(=O)C4)c3C(C1)C2,0.41,active,9.3872,522.18,6.91,1,6,86.84,7,1,0.357,0.741,2,Fail
CHEMBL4848527,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCC(=O)NCc4cc[nH]c(=O)c4)c3C(C1)C2,0.63,active,9.2007,548.1,6.22,1,6,84.37,6,2,0.395,0.831,2,Fail
CHEMBL4872514,COc1cc(CNC(=O)CCCCCCCCNc2c3c(nc4cc(Cl)ccc24)CC2C=C(C)CC3C2)ccn1,1.25,active,8.9031,561.06,7.53,1,6,77.13,7,2,0.479,0.622,2,Fail
CHEMBL4210016,CO[C@H]1C[C@H]2C(=C[C@@H]1O)[C@H]1CN2Cc2cc3c(cc21)OCO3,100000.0,inactive,4.0,304.56,1.87,1,5,58.4,1,1,0.774,0.516,0,Pass
CHEMBL5076593,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1ccccc1)[C@H]1CN2Cc2cc3c(cc21)OCO3,100000.0,inactive,4.0,412.56,2.05,2,6,98.39,4,2,0.328,0.427,0,Pass
CHEMBL5090722,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1ccccc1C)[C@H]1CN2Cc2cc3c(cc21)OCO3,100000.0,inactive,4.0,425.52,2.06,2,6,98.11,2,2,0.339,0.51,0,Pass
CHEMBL5081301,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1cccc(C)c1)[C@H]1CN2Cc2cc3c(cc21)OCO3,100000.0,inactive,4.0,425.52,2.34,2,6,108.39,4,2,0.335,0.888,0,Pass
CHEMBL5080499,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1ccc(C)cc1)[C@H]1CN2Cc2cc3c(cc21)OCO3,100000.0,inactive,4.0,425.52,2.18,2,6,102.48,3,2,0.292,0.83,0,Pass
CHEMBL5072956,COc1ccccc1C(=O)O[C@H]1C=C2[C@H]3CN(Cc4cc5c(cc43)OCO5)[C@H]2C[C@@H]1OC,100000.0,inactive,4.0,442.8,1.73,2,7,122.9,4,2,0.572,0.87,0,Pass
CHEMBL5078674,COc1cccc(C(=O)O[C@H]2C=C3[C@H]4CN(Cc5cc6c(cc54)OCO6)[C@H]3C[C@@H]2OC)c1,100000.0,inactive,4.0,442.8,2.4,2,7,119.58,3,2,0.228,0.684,0,Pass
CHEMBL5077963,COc1ccc(C(=O)O[C@H]2C=C3[C@H]4CN(Cc5cc6c(cc54)OCO6)[C@H]3C[C@@H]2OC)cc1,100000.0,inactive,4.0,442.8,2.2,2,7,106.35,4,2,0.041,0.615,0,Pass
CHEMBL5069654,COc1ccc(C(=O)O[C@H]2C=C3[C@H]4CN(Cc5cc6c(cc54)OCO6)[C@H]3C[C@@H]2OC)cc1OC,100000.0,inactive,4.0,473.04,1.84,2,8,105.64,3,2,0.222,0.531,0,Pass
CHEMBL5082296,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1ccccc1[N+](=O)[O-])[C@H]1CN2Cc2cc3c(cc21)OCO3,100000.0,inactive,4.0,462.24,0.11,3,9,161.08,4,2,0.112,0.678,0,Pass
CHEMBL5076903,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1cccc([N+](=O)[O-])c1)[C@H]1CN2Cc2cc3c(cc21)OCO3,100000.0,inactive,4.0,462.24,0.69,3,9,160.88,6,2,0.58,0.601,0,Pass
CHEMBL5078705,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1ccc([N+](=O)[O-])cc1)[C@H]1CN2Cc2cc3c(cc21)OCO3,100000.0,inactive,4.0,462.24,1.61,3,9,139.07,5,2,0.374,0.701,0,Pass
CHEMBL5083797,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)[C@H]1CN2Cc2cc3c(cc21)OCO3,13060.0,inactive,4.8841,511.92,-0.37,4,12,200.0,7,2,0.167,0.71,2,Fail
CHEMBL5087321,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1ccc(Cl)c([N+](=O)[O-])c1)[C@H]1CN2Cc2cc3c(cc21)OCO3,1610.0,intermediate,5.7932,500.58,2.48,3,9,153.06,4,2,0.372,0.744,1,Pass
CHEMBL5075459,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1ccc(C)c([N+](=O)[O-])c1)[C@H]1CN2Cc2cc3c(cc21)OCO3,4320.0,intermediate,5.3645,475.2,1.58,3,9,151.29,6,2,0.426,0.594,0,Pass
CHEMBL5091842,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1cc([N+](=O)[O-])ccc1Cl)[C@H]1CN2Cc2cc3c(cc21)OCO3,3180.0,intermediate,5.4976,500.58,2.22,3,9,162.92,3,2,0.113,0.831,1,Pass
CHEMBL5078153,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1ccc([N+](=O)[O-])cc1Cl)[C@H]1CN2Cc2cc3c(cc21)OCO3,100000.0,inactive,4.0,500.58,1.9,3,9,160.76,6,2,0.413,0.656,1,Pass
CHEMBL5084173,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1cc(Br)cc([N+](=O)[O-])c1)[C@H]1CN2Cc2cc3c(cc21)OCO3,100000.0,inactive,4.0,548.64,0.07,3,9,155.21,5,2,0.445,0.841,1,Pass
CHEMBL5087001,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1ccco1)[C@H]1CN2Cc2cc3c(cc21)OCO3,100000.0,inactive,4.0,403.92,2.11,2,7,113.79,5,2,0.164,0.569,0,Pass
CHEMBL5077463,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1ccoc1)[C@H]1CN2Cc2cc3c(cc21)OCO3,100000.0,inactive,4.0,403.92,1.66,2,7,114.93,2,2,0.422,0.766,0,Pass
CHEMBL5077388,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1cccs1)[C@H]1CN2Cc2cc3c(cc21)OCO3,100000.0,inactive,4.0,421.2,1.95,2,6,96.8,5,2,0.185,0.668,0,Pass
CHEMBL5079347,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)N1CCCCC1)[C@H]1CN2Cc2cc3c(cc21)OCO3,100000.0,inactive,4.0,414.72,2.98,2,7,109.56,4,1,0.694,0.722,0,Pass
CHEMBL5090057,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)C1CCCCC1)[C@H]1CN2Cc2cc3c(cc21)OCO3,100000.0,inactive,4.0,412.56,3.92,2,6,92.78,4,1,0.345,0.489,0,Pass
CHEMBL5088074,CO[C@H]1C[C@H]2C(=C[C@@H]1OCCN1CCCCC1)[C@H]1CN2Cc2cc3c(cc21)OCO3,100000.0,inactive,4.0,410.4,4.11,2,6,97.34,4,1,0.245,0.722,0,Pass
CHEMBL1221863,CO[C@H]1C=C2[C@H]3CN(Cc4cc5c(cc43)OCO5)[C@H]2C[C@@H]1O,100000.0,inactive,4.0,304.56,2.03,1,5,67.07,3,1,0.089,0.899,0,Pass
CHEMBL5079878,CO[C@H]1C=C2[C@H]3CN(Cc4cc5c(cc43)OCO5)[C@H]2C[C@@H]1OC(=O)c1ccc(C)c([N+](=O)[O-])c1,100000.0,inactive,4.0,475.2,0.82,3,9,144.92,6,2,0.458,0.79,0,Pass
CHEMBL5077601,CO[C@H]1C=C2[C@H]3CN(Cc4cc5c(cc43)OCO5)[C@H]2C[C@@H]1OC(=O)c1ccc(Cl)c([N+](=O)[O-])c1,100000.0,inactive,4.0,500.58,2.51,3,9,151.09,4,2,0.301,0.332,1,Pass
CHEMBL5090352,CO[C@H]1C=C2[C@H]3CN(Cc4cc5c(cc43)OCO5)[C@H]2C[C@@H]1OC(=O)c1ccc([N+](=O)[O-])cc1Cl,100000.0,inactive,4.0,500.58,1.97,3,9,147.41,6,2,0.084,0.944,1,Pass
CHEMBL5086626,CO[C@H]1C=C2[C@H]3CN(Cc4cc5c(cc43)OCO5)[C@H]2C[C@@H]1OC(=O)c1cc([N+](=O)[O-])ccc1Cl,100000.0,inactive,4.0,500.58,1.65,3,9,154.02,3,2,0.323,0.612,1,Pass
CHEMBL5070022,CO[C@H]1C=C2[C@H]3CN(Cc4cc5c(cc43)OCO5)[C@H]2C[C@@H]1OC(=O)N1CCCCC1,100000.0,inactive,4.0,414.72,3.32,2,7,97.02,3,1,0.32,0.49,0,Pass
CHEMBL5074625,O=C(O[C@H]1CN2Cc3cc4c(cc3[C@]13C=C[C@@H](O)C[C@H]23)OCO4)c1cccc([N+](=O)[O-])c1,4000.0,intermediate,5.3979,449.28,0.46,3,9,149.09,4,2,0.757,0.409,0,Pass
CHEMBL5089535,O=C(O[C@H]1CN2Cc3cc4c(cc3[C@]13C=C[C@@H](O)C[C@H]23)OCO4)c1ccccc1Cl,13000.0,inactive,4.8861,437.94,2.95,2,6,101.05,5,2,0.158,0.783,0,Pass
CHEMBL5090336,COc1ccccc1C(=O)O[C@H]1CN2Cc3cc4c(cc3[C@]13C=C[C@@H](O)C[C@H]23)OCO4,90000.0,inactive,4.0458,429.84,1.91,2,7,107.51,2,2,0.181,0.772,0,Pass
CHEMBL5086177,O=C(O[C@@H]1C=C[C@]23CCN(Cc4cc5c(cc42)OCO5)[C@H]3C1)c1ccccc1[N+](=O)[O-],60000.0,inactive,4.2218,432.0,0.78,2,8,118.62,4,2,0.241,0.571,0,Pass
CHEMBL5079168,Cc1ccccc1C(=O)O[C@@H]1C=C[C@]23CCN(Cc4cc5c(cc42)OCO5)[C@H]3C1,100000.0,inactive,4.0,395.28,2.26,1,5,57.32,4,2,0.009,0.475,0,Pass
CHEMBL5088077,COc1c2c(cc3c1OCO3)[C@]13C=C[C@H](OC)C[C@H]1N(C2)C[C@H]3OC(=O)c1cccc2ccccc12,100000.0,inactive,4.0,494.64,1.52,2,7,112.85,3,3,0.577,0.601,0,Pass
CHEMBL5089821,COc1cc2c(c(CO)c1OC)C[C@H]1c3c(cc4c(c3OC)OCO4)CC[N+]1=C2.O=C([O-])C(F)(F)F,66600.0,inactive,4.1765,525.96,1.37,3,9,155.18,3,2,0.385,0.429,1,Pass
CHEMBL5076804,COc1cc2c(c3c1OCOC3)C[C@H]1c3c(cc4c(c3OC)OCO4)CC[N+]1=C2.O=C([O-])C(F)(F)F,18900.0,inactive,4.7235,525.96,1.18,3,9,153.95,6,2,0.341,0.555,1,Pass
CHEMBL5080190,COc1cc2c[n+]3c(cc2c(CO)c1OC)-c1c(cc2c(c1OC)OCO2)CC3,20000.0,inactive,4.699,403.92,-0.08,2,7,118.31,1,3,0.591,0.79,0,Pass
CHEMBL5085317,COc1cc2c(c3c1OCOC3)C[C@H]1c3c(cc4c(c3OC)OCO4)CCN1C2,19900.0,inactive,4.7011,403.92,0.23,2,7,111.61,1,2,0.186,0.796,0,Pass
CHEMBL5083432,COc1c(-c2ccc(O)cc2)cc2oc3cc(O)c(O)cc3c2c1O,16000.0,inactive,4.7959,349.92,-1.22,1,6,83.83,3,3,0.052,0.885,0,Pass
CHEMBL1081032,CN1c2ccc(OC(=O)NCC3CCCCC3)cc2[C@]2(C)CCN(CCc3ccccc3)[C@H]12,1.8,active,8.7447,442.8,3.53,1,5,71.25,6,2,0.313,0.618,0,Pass
CHEMBL5090683,CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCOC1O2,6.0,active,8.2218,265.68,0.72,1,5,75.5,2,1,0.405,0.452,0,Pass
CHEMBL1242981,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCOC2O3)cc1,27.0,active,7.5686,356.4,1.36,1,5,57.38,3,2,0.69,0.295,0,Pass
CHEMBL1081031,CN1c2ccc(OC(=O)NC3CCCCC3)cc2[C@]2(C)CCN(CCc3ccccc3)[C@H]12,22.0,active,7.6576,429.84,3.19,1,5,62.85,5,2,0.344,0.74,0,Pass
CHEMBL5082250,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc(C(=O)CCC5CCN(Cc6ccccc6)CC5)cc4)CC3)c2c1,0.58,active,9.2366,585.36,4.25,1,6,92.7,6,4,0.431,0.446,1,Pass
CHEMBL5083014,Cc1c(C)c2ccc(OCC3CCCN(Cc4cccc(F)c4)C3)cc2oc1=O,1200.0,intermediate,5.9208,398.52,1.55,1,4,40.32,1,3,0.564,0.892,0,Pass
CHEMBL5072382,Cc1c(C)c2ccc(OCC3CCCN(CCCC(F)F)C3)cc2oc1=O,480.0,active,6.3188,380.16,3.6,1,4,58.88,5,1,0.46,0.121,0,Pass
CHEMBL5090504,Cc1c(C)c2ccc(OCC3CCN(Cc4cccc(F)c4)CC3)cc2oc1=O,460.0,active,6.3372,398.52,2.03,1,4,69.38,4,3,0.888,0.909,0,Pass
CHEMBL5085674,Cc1c(C)c2ccc(OCC3CCN(Cc4cccc(C(F)(F)F)c4)CC3)cc2oc1=O,470.0,active,6.3279,452.52,3.7,1,4,59.25,1,3,0.346,0.813,0,Pass
CHEMBL5081574,Cc1c(C)c2ccc(OCC3CCN(CCCC(F)F)CC3)cc2oc1=O,1200.0,intermediate,5.9208,380.16,3.08,1,4,56.76,2,1,0.142,0.809,0,Pass
CHEMBL5081663,CCN(CCCOc1ccc2c(C)c(C)c(=O)oc2c1)Cc1cccc(F)c1,1200.0,intermediate,5.9208,385.56,1.56,1,4,61.04,1,3,0.855,0.247,0,Pass
CHEMBL5094348,Cc1c(C)c2ccc(OCCCN(Cc3cccc(F)c3)C(C)C)cc2oc1=O,910.0,active,6.041,398.52,2.02,1,4,57.18,2,3,0.49,0.39,0,Pass
CHEMBL5083737,Cc1c(C)c2ccc(OCc3cccc(CN(C)CCCC(F)F)c3)cc2oc1=O,1700.0,intermediate,5.7696,419.04,2.4,1,4,60.25,3,3,0.546,0.843,0,Pass
CHEMBL5078658,Cc1c(C)c2ccc(OCc3ccc(CN(C)CCCC(F)F)cc3)cc2oc1=O,1500.0,intermediate,5.8239,419.04,2.19,1,4,54.53,4,3,0.295,0.938,0,Pass
CHEMBL5082824,CN(CCCC(F)F)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,550.0,active,6.2596,423.36,1.76,1,5,78.87,1,3,0.069,0.565,0,Pass
CHEMBL5090153,CN(Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1)Cc1cccc(F)c1,330.0,active,6.4815,441.72,0.1,1,5,81.39,0,4,0.013,0.605,0,Pass
CHEMBL3586771,CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,120.0,active,6.9208,421.2,-0.16,1,5,68.93,2,4,0.467,0.62,0,Pass
CHEMBL5083613,CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(C(F)F)cc(=O)oc3c2)cc1,560.0,active,6.2518,444.96,0.39,1,4,48.91,1,4,0.316,0.705,0,Pass
CHEMBL4453856,Cc1c(C)c2ccc(OCC3CCCN(CCCO)C3)cc2oc1=O,1100.0,intermediate,5.9586,343.44,1.68,1,5,65.81,4,1,0.408,0.637,0,Pass
CHEMBL4571763,Cc1c(C)c2ccc(OCC3CCCN(Cc4ccccc4)C3)cc2oc1=O,840.0,active,6.0757,378.0,1.89,1,4,58.53,2,3,0.587,0.799,0,Pass
CHEMBL4598256,Cc1c(C)c2ccc(OCC3CCN(Cc4ccccc4)CC3)cc2oc1=O,380.0,active,6.4202,378.0,1.96,1,4,64.04,2,3,0.535,0.651,0,Pass
CHEMBL5079544,CN(CCCO)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,2200.0,intermediate,5.6576,386.64,0.36,1,6,71.94,1,3,0.499,0.642,0,Pass
CHEMBL5084128,OC[C@H]1O[C@@H](OCCCc2ccc(O)c(/C=N/O)n2)[C@H](O)[C@@H](O)[C@@H]1O,140000.0,inactive,3.8539,362.88,0.37,3,10,153.85,1,1,0.734,0.703,0,Pass
CHEMBL5069796,OC[C@H]1O[C@@H](OCCCCc2cn(CCCc3ccc(O)c(/C=N/O)n3)nn2)[C@H](O)[C@@H](O)[C@@H]1O,1600000.0,inactive,2.7959,486.0,1.77,3,13,194.09,4,1,0.646,0.826,1,Pass
CHEMBL5088176,OC[C@H]1O[C@@H](OCCCCc2cn(CCCCc3ccc(O)c(/C=N/O)n3)nn2)[C@H](O)[C@@H](O)[C@@H]1O,580000.0,inactive,3.2366,498.96,1.65,3,13,197.51,4,1,0.284,0.673,1,Pass
CHEMBL5080685,COC(=O)c1c(CCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cccc1OC,20.8,active,7.6819,470.88,3.21,1,5,65.03,4,3,0.252,0.786,0,Pass
CHEMBL5078555,COC(=O)c1c(CCCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)cccc1OC,2.54,active,8.5952,509.22,4.93,1,5,59.33,4,3,0.731,0.776,1,Pass
CHEMBL5084379,COC(=O)c1c(CCCCCCCCNc2c3c(nc4ccc(OC)cc24)CCCC3)cccc1OC,1260.0,intermediate,5.8996,501.12,3.52,1,6,106.27,6,3,0.297,0.596,1,Pass
CHEMBL5091660,COc1cccc(CCCCCCCCNc2c3c(nc4ccccc24)CCCC3)c1,40.0,active,7.3979,410.4,3.65,0,3,36.27,3,3,0.429,0.977,0,Pass
CHEMBL5088557,COc1cccc(CCCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)c1,5.71,active,8.2434,448.74,4.99,0,3,27.86,4,3,0.246,0.809,0,Pass
CHEMBL5088541,COc1cc(CCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1,47.2,active,7.3261,440.64,3.6,1,4,66.95,2,3,0.153,0.697,0,Pass
CHEMBL5077234,COc1cc(CCCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)cc(OC)c1,5.1,active,8.2924,478.98,5.03,1,4,59.0,3,3,0.715,0.767,1,Pass
CHEMBL5092094,COC(=O)c1c(O)cccc1CCCCCCCCNc1c2c(nc3ccccc13)CCCC2,17.0,active,7.7696,457.92,3.21,1,5,76.94,2,3,0.176,0.662,0,Pass
CHEMBL5082773,COC(=O)c1c(O)cccc1CCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,2.81,active,8.5513,496.26,4.81,1,5,71.28,4,3,0.16,0.777,0,Pass
CHEMBL5087646,O=C(O)c1c(O)cccc1CCCCCCCCNc1c2c(nc3ccccc13)CCCC2,184.0,active,6.7352,444.96,3.16,1,5,70.73,3,3,0.864,0.516,0,Pass
CHEMBL5078914,O=C(O)c1c(O)cccc1CCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,13.4,active,7.8729,483.3,4.13,1,5,69.09,2,3,0.145,0.564,0,Pass
CHEMBL5073819,Oc1cccc(CCCCCCCCNc2c3c(nc4ccccc24)CCCC3)c1,19.2,active,7.7167,397.44,3.88,0,3,18.42,3,3,0.347,0.385,0,Pass
CHEMBL5072428,Oc1cccc(CCCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)c1,4.19,active,8.3778,435.78,4.56,0,3,45.5,4,3,0.429,0.813,0,Pass
CHEMBL5092058,Cc1cn([C@H](C)CC#N)c(=O)c2cc(Cn3nc(C(F)F)cc3Cl)nn12,10000.0,inactive,5.0,394.74,2.89,0,7,62.47,4,2,0.374,0.88,0,Pass
CHEMBL4552675,COc1ccc2nc3c(c(NCCCCCCCCN(CC(=O)Nc4ccc5ccccc5c4)C(=O)/C=C/c4ccc(O)c(OC)c4)c2c1)CCCC3,22.2,active,7.6536,717.12,3.86,2,9,119.12,5,5,0.123,0.91,1,Pass
CHEMBL5199151,COC(=O)/C=C/c1ccc(OCCCCCN2CCN(CC(=O)Nc3c4c(nc5ccccc35)CCCC4)CC2)c(OC)c1,61.7,active,7.2097,600.48,3.85,2,9,128.3,7,3,0.836,0.439,1,Pass
CHEMBL5177936,COc1cc(/C=C/C(=O)OCCCCCN(C)Cc2cccc(OC(=O)N(C)C)c2)ccc1O,19.7,active,7.7055,470.88,2.0,2,8,112.31,5,2,0.643,0.688,0,Pass
CHEMBL5187221,C[N+](C)(C)CCNC(=O)/C=C/c1ccc(O)c(O)c1,7300.0,intermediate,5.1367,263.52,0.28,1,5,69.59,3,1,0.906,0.79,0,Pass
CHEMBL5190569,COc1cc(/C=C/c2nnc(-c3ccc(C(F)(F)F)cc3)o2)ccc1O,68.0,active,7.1675,376.92,1.44,0,5,55.5,1,2,0.459,0.447,0,Pass
CHEMBL5197518,COc1cc(/C=C/c2nnc(-c3ccc(OC(F)(F)F)cc3)o2)ccc1O,92.0,active,7.0362,394.2,0.82,1,6,87.96,2,2,0.672,0.741,0,Pass
CHEMBL5171929,COc1ccc(/C=C/C(=O)Nc2cc[n+](Cc3cccc(F)c3)cc2)cc1OC.[Br-],19.2,active,7.7167,487.08,0.29,1,5,76.52,2,3,0.421,0.682,0,Pass
CHEMBL5206601,COc1ccc(/C=C/C(=O)Nc2cc[n+](Cc3ccc(F)cc3)cc2)cc1OC.[Br-],8.6,active,8.0655,487.08,0.3,1,5,67.55,2,3,0.788,0.662,0,Pass
CHEMBL5188541,COc1ccc2cc3[n+](cc2c1OC)CCc1cc(O)c(O)cc1-3.[Br-],7800.0,intermediate,5.1079,416.88,0.3,1,5,70.4,5,3,0.178,0.6,0,Pass
CHEMBL5183944,Oc1cc2c(cc1O)-c1cc3ccc(O)c(O)c3c[n+]1CC2.[Br-],2300.0,intermediate,5.6383,390.96,-1.12,1,5,73.26,4,3,0.507,0.972,0,Pass
CHEMBL5194876,CC(=O)O[C@@H]1C[C@@]2(C)Oc3cc(C)oc(=O)c3C[C@@H]2[C@@]2(C)C=CC(=O)C(C)(C)[C@H]12,13600.0,inactive,4.8665,401.76,4.05,1,6,65.94,5,1,0.466,0.795,0,Pass
CHEMBL464427,CCN(CC)Cc1ccc(/C=C2\Cc3cc(OC)c(OC)cc3C2=O)cc1,63.0,active,7.2007,365.04,1.67,1,4,64.56,1,2,0.165,0.874,0,Pass
CHEMBL5206198,CCN(CC)Cc1ccc(C=C2Cc3cc(OC)c(OC)cc3C2=O)cc1,253.0,active,6.5969,365.04,2.24,1,4,48.34,3,2,0.251,0.488,0,Pass
CHEMBL5181301,CCN(CC)Cc1ccc(/C=C2\Cc3ccccc3C2=O)cc1,612.0,active,6.2132,304.56,2.38,0,2,36.32,3,2,0.534,0.343,0,Pass
CHEMBL5178629,CCN(CC)Cc1ccc(C=C2Cc3ccccc3C2=O)cc1,1310.0,intermediate,5.8827,304.56,2.66,0,2,16.76,1,2,0.456,0.565,0,Pass
CHEMBL5207442,CCN(CC)Cc1ccc(/C=C2\Cc3cc(OC)ccc3C2=O)cc1,113.0,active,6.9469,334.8,1.98,1,3,48.52,4,2,0.565,0.37,0,Pass
CHEMBL5185134,CCN(CC)Cc1ccc(C=C2Cc3cc(OC)ccc3C2=O)cc1,505.0,active,6.2967,334.8,1.94,1,3,43.84,3,2,0.49,0.725,0,Pass
